병원명,주소,전화번호,홈페이지URL,시도,진료과목,YKIHO,네이버플레이스URL,플레이스ID,구글검색URL
셀나인청담의원,"서울특별시 강남구 압구정로 463, 3층 (청담동)",02-566-6335,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
셀더영의원,"서울특별시 강남구 봉은사로 220, 7층, 8층 일부층 (역삼동)",02-557-0188,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz,,,
셀러블153강남의원,"서울특별시 강남구 언주로 720, B3~B1, 지상2층 214호 (논현동)",02-511-8100,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,,,
셀레스티얼의원,"서울특별시 강남구 테헤란로87길 17, 마젤란 21 아스테리움 302호 (삼성동)",02-543-2358,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDQjJDgz,,,
셀로디피부과의원 강서점,"서울특별시 강서구 공항대로 525, 비원오피스텔 2층 202~3호 (등촌동)",02-3664-1675,https://ks.cellodyskin.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,,,
셀루오의원,"서울특별시 강남구 선릉로157길 6, 5층 (신사동)",02-2138-0085,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
셀리닉의원,"서울특별시 강남구 도산대로 228, 연승빌딩 B1, 2층 (논현동)",02-6203-3434,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,,,
셀리데이의원,"서울특별시 강남구 테헤란로 120, 상경빌딩 6층 (역삼동)",02-553-3737,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,,,
셀리에의원,"서울특별시 강남구 도산대로 108, 렉스타워 5층 (논현동)",02-6358-0123,https://cellierclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,,,
셀리크의원,"서울특별시 강남구 선릉로 844, 신한빌딩 3층 (청담동)",02-6952-8060,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,,,
셀린의원,"서울특별시 은평구 연서로 214, 2층 (대조동)",02-355-7474,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ5MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,,,
셀린의원,"서울특별시 노원구 노해로 447, 태웅빌딩 4층 (상계동)",1588-0564,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,,,
셀린의원,"서울특별시 강남구 테헤란로 443, 애플트리타워 2층 (삼성동)",02-501-3288,https://www.cellinclinic7.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,,,
셀린의원,"서울특별시 서초구 서초대로73길 9, 타임빌딩 3층 401호 (서초동)",02-532-2550,https://www.cellinclinic9.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,,,
셀린의원,"서울특별시 송파구 올림픽로 111, 4층 401~404호 (잠실동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,,,
셀린의원,"서울특별시 마포구 양화로 162, 15층 (동교동)",02-2039-6155,https://www.cellinclinic4.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,,,
셀린의원명동점,"서울특별시 중구 남대문로7길 16, 소공 한국빌딩 1층 (소공동)",02-3789-0824,https://www.cellinclinic8.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,,,
셀린피부과의원,"서울특별시 강남구 학동로 215, 씨엘타워 6층 603호 (논현동)",02-516-1211,http://www.ljh.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,,,
셀앤의원,"서울특별시 강남구 언주로 735, 9층 (논현동)",516-2025,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,,,
셀앤케이의원,"서울특별시 강서구 공항대로 242, 열린M타워Ⅱ 3층 313,314,315호 (마곡동)",,https://www.cellnk.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,,,
셀온피부과의원,"서울특별시 강남구 선릉로152길 37, 청담동 올리브빌딩 3층 (청담동)",02-546-1112,http://www.4clinic.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,,,
셀이즈연세메디컬의원,"서울특별시 서초구 효령로 244, 메타제이빌딩 2~5, 7층 (서초동)",043-845-8270,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,,,
셀파크피부과의원,"서울특별시 강남구 강남대로158길 10, 테라빌딩 (신사동)",02-515-2070,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz,,,
셀포유서울의원,"서울특별시 중랑구 양원역로10길 25, 301~305, 406, 501~506, 702~704호 (망우동)",02-2208-7101,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz,,,
셀피아의료생활협동조합셀피아의원,"서울특별시 강남구 언주로 413, 태현빌딩 1-2층 (역삼동)",02-1833-8899,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNjEjJDEjJDQjJDgz,,,
소망연합의원,"서울특별시 중랑구 겸재로9길 53, (면목동)",02-496-0567,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,,,
소망의원,"서울특별시 중구 퇴계로 45, 남일물산 2층 202호 (남창동)",02-318-2075,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,,,
소명의원,"서울특별시 종로구 종로 335-1, (창신동)",02-743-1797,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,,,
소문난여성의원,"서울특별시 강남구 강남대로 528, 5층 (논현동)",02-514-4800,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz,,,
소생의원,"서울특별시 양천구 목동중앙북로 13-1, 2층 (목동)",02-2652-7172,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,,,
소솜피부과의원,"서울특별시 송파구 석촌호수로 61, 401호 (잠실동, 트리지움상가 4층)",02-420-3234,http://www.119som.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,,,
소수의원,"서울특별시 성동구 상원1길 5, 3층 (성수동1가)",02-3409-1207,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,,,
소엘의원,"서울특별시 강남구 언주로71길 22, 2층 (역삼동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz,,,
소요의원,"서울특별시 강남구 도산대로 317, 호림아트센터 1빌딩 5층 (신사동)",02-511-0050,http://www.soyoclinic.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDgjJDgz,,,
소유의원,"서울특별시 강남구 강남대로 528, 1,2,10층 (논현동)",0507-1483-2360,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
소이의원,"서울특별시 서초구 강남대로 563, 페이토 7층 (잠원동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,,,
소중한나의원,"서울특별시 중구 서소문로 120, ENA Center 503호 (서소문동)",318-5036,http://www.valuable-me.com,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
송상언의원,"서울특별시 광진구 능동로 318, 2층 (중곡동, 정우빌딩)",02-2201-8275,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
송정훼밀리의원,"서울특별시 성동구 광나루로11길 26-1, 2층 (송정동)",02-464-2633,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,,,
송파뉴셀의원,"서울특별시 송파구 올림픽로 116, 메디시티(MEDICITY) 7층 (잠실동)",031-585-3658,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjODEjJDEjJDYjJDgz,,,
송파미소피부과의원,"서울특별시 송파구 가락로 211, (송파동, 충북빌딩)",02-419-6782,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz,,,
송파성민의원,"서울특별시 송파구 마천로 333, 2층 (마천동)",02-403-2338,http://,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,,,
송파오라클피부과의원,"서울특별시 송파구 법원로 128, 에스케이브이원 C동 304호 (문정동)",02-431-6789,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,,,
송파우리들의원,"서울특별시 송파구 송파대로 345, 2037호,2038호 (가락동, 헬리오시티)",02-448-8275,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz,,,
송피부과의원,"서울특별시 서초구 방배로 115, 4층 (방배동, 방배빌딩)",02-588-6686,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,,,
수가연의원,"서울특별시 관악구 시흥대로 578, 5층 502호 (신림동)",02-852-9004,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQyNjE0ODEjNTEjJDEjJDIjJDgz,,,
수담의원,"서울특별시 영등포구 여의대방로69길 19, 207,208호 (여의도동)",070-8770-7007,https://soodam-clinic.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQyNjE4MzIjNTEjJDEjJDYjJDgz,,,
수민의원,"서울특별시 강북구 한천로 977, (번동)",02-905-4924,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,,,
수아로피부과의원,"서울특별시 강남구 헌릉로 569, 3층 303~304호 (세곡동)",02-4445-5940,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,,,
수앤미의원,"서울특별시 강서구 공항대로 49-2, 공항신성빌딩 7층 (공항동)",02-2662-1177,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjNjEjJDEjJDgjJDgz,,,
수앤은의원,"서울특별시 송파구 올림픽로 98, 성진빌딩 2층 (잠실동)",02-420-1777,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNjEjJDEjJDAjJDgz,,,
수연합의원,"서울특별시 강북구 삼양로 308, 진주빌딩 2,3층 (수유동)",02-987-9875,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,,,
수유바로본의원,"서울특별시 강북구 도봉로 308, 북한산스카이빌딩 4층 (번동)",02-991-7511,https://www.suyubarobone.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz,,,
수유우태하피부과의원,"서울특별시 강북구 도봉로 329, 4층 (수유동)",02-900-1675,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,,,
수의원,"서울특별시 서초구 고무래로 32, 401호 (반포동, 반포메딕스)",02-537-7567,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
수지의원,"서울특별시 송파구 가락로 99, 3층 301호 (석촌동)",02-420-9191,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz,,,
수포렌식의원,"서울특별시 양천구 목동중앙서로 48, 3층 (목동)",02-2652-9284,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,,,
수피부과의원,"서울특별시 강남구 논현로 521, 1층 (역삼동)",02-555-7472,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,,,
수피부과의원,"서울특별시 구로구 개봉로 49, 5층일부 (개봉동)",02-2613-9075,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDIjJDgz,,,
순백의원,"서울특별시 강남구 학동로 342, 에스케이 허브블루 4층 407호 (논현동)",02-541-9979,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz,,,
순수안피부과의원,"서울특별시 서초구 사임당로 157, 4층 407호 (서초동)",02-522-8975,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,,,
순수피부과의원,"서울특별시 강남구 남부순환로 3032, 2층 (대치동, 한보상가 203-5호)",02-575-8008,http://www.soonsooskin.com/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,,,
숲피부과의원,"서울특별시 중랑구 망우로 218, 7층 (상봉동)",02-435-7524,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,,,
쉬즈굿여성의원,"서울특별시 강남구 테헤란로64길 24, 2층 (대치동, 유경빌딩)",2052-7900,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,,,
쉬즈애비뉴피부과의원,"서울특별시 강남구 언주로 859, 쉬즈,애비뉴빌딩 4층 (신사동)",02-3447-5124,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQyIyQ1IyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,,,
쉬즈힐의원,"서울특별시 서초구 강남대로 623, 잠원동 우일빌딩 지하1,1,2,7층 (잠원동)",02-546-0807,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,,,
슈퍼스타피부과의원,"서울특별시 구로구 디지털로32길 79, 조영빌딩 4층 (구로동)",02-859-7579,http://www.superskin.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjODEjJDEjJDYjJDgz,,,
스노우글로벌의원,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 5층 (서초동)",02-594-2114,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,,,
스노우의원,"서울특별시 강남구 테헤란로 110, 6층 (역삼동, 캠브리지빌딩)",02-558-2700,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,,,
스노우의원,"서울특별시 노원구 노해로 459, 메가빌딩 5층 (상계동)",02-2038-9228,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,,,
스노우의원마곡점,"서울특별시 강서구 공항대로 206, 나인스퀘어 3층 301~309호 (마곡동)",02-2138-0770,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,,,
스누피부과의원,"서울특별시 성동구 아차산로 42, 정명빌딩 7층 (성수동1가)",02-499-6008,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQyIyQ5IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,,,
스마일365의원,"서울특별시 강서구 금낭화로 127, 강서농협 5층 502호 (방화동)",02-2662-5556,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,,,
스마트맨의원,"서울특별시 강남구 도산대로 419, 305호 (청담동)",586-5861,http://www.smartmc.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
스마트의원,"서울특별시 송파구 올림픽로 293-19, 3층 301,302,303,304,317호 (신천동, 현대타워아파트)",02-421-1175,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,,,
스위츠피부과의원,"서울특별시 강남구 언주로 815, 형 빌딩 지하1~4층 (신사동)",02-511-1030,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
스카이라인의원,"서울특별시 강남구 강남대로 488, 센트럴스퀘어강남 9층 (논현동)",02-514-0488,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz,,,
스카이쁘아뜨의원,"서울특별시 강남구 강남대로 370, 4층 (역삼동)",02-3453-2500,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
스카치피부과의원,"서울특별시 서초구 동작대로 140, 송언빌딩 4층 (방배동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,,,
스케줄의원,"서울특별시 강남구 도산대로49길 11, IVY빌딩 3층 (신사동)",02-511-7773,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,,,
스키니크의원,"서울특별시 서초구 강남대로69길 10, 4층 (서초동)",02-599-5966,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,,,
스킨다피부과의원,"서울특별시 강남구 도산대로 107, BIO 15층 (신사동)",02-546-7582,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,,,
스킨메디피부과의원,"서울특별시 강남구 학동로 413, 4층일부, 5층 (청담동)",02-6953-7654,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,,,
스타1 의원,"서울특별시 서대문구 통일로 415, 1,지하1층 (홍제동)",02-3217-6500,http://www.styleps.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,,,
스타일미의원,"서울특별시 동작구 보라매로5가길 16, 510호 (신대방동, 보라매아카데미타워)",02-832-9359,http://www.stylemeclinic.co.kr/,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,,,
스타피부과의원,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 종합상가동 3층 301호 (고덕동)",02-3013-3301,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,,,
스테이영피부과의원,"서울특별시 강남구 언주로 702, 3층 (논현동, 라이브플렉스타워)",02-514-7574,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,,,
스토리피부과의원,"서울특별시 강남구 테헤란로 231, 센터필드 2층 W 222호 (역삼동)",02-545-7737,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,,,
스페이드의원,"서울특별시 강남구 테헤란로2길 21, 3층 (역삼동)",02-6205-1615,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,,,
스페이스피부과의원,"서울특별시 성동구 독서당로 202, 2층 203호,204호 (옥수동)",02-2298-8280,http://www.spacederma.co.kr,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,,,
슬로아의원,"서울특별시 강동구 고덕비즈밸리로 38, 2,3층 202,203,301호 (고덕동)",02-427-2325,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,,,
슬림업의원,"서울특별시 서초구 서초대로73길 54, 서초동 오피스텔 201호 (서초동)",02-1800-1241,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,,,
슬림에디션의원,"서울특별시 강남구 테헤란로 101, 이즈타워 7층 (역삼동)",,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNjEjJDEjJDQjJDgz,,,
슬림영의원,"서울특별시 중구 명동8나길 9, 명동근린생활시설 4층 (충무로1가)",02-318-2350,,서울,피부과,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,,,
